WK_DT,PIPE_NO,DV_R,DA_R,AV_R,AA_R,PM_R,FIN_JGMT
20220401143202500,PP22032200017,260,7200,260,4100,4900,0
20220401143202700,PP22032200017,255,7100,255,4200,4800,0
20220401143202700,PP22032200017,260,7000,250,4300,4700,0
20220401143202900,PP22032200017,255,6900,255,4400,4800,0
20220401143202900,PP22032200017,250,6800,260,4500,4900,0
20220401143203100,PP22032200017,255,6900,255,4200,5000,0
20220401143203100,PP22032200017,260,7000,250,4100,5100,0
20220401143203300,PP22032200017,255,7100,255,4000,5200,0
20220401143203300,PP22032200017,250,7200,260,4000,5100,0
20220401143203600,PP22032200017,250,7100,255,4200,5000,0
20220401143203600,PP22032200017,255,7000,260,4100,5100,0
20220401143203800,PP22032200017,260,6900,255,4300,5200,0
20220401143203800,PP22032200017,255,6800,250,4400,5100,0
20220401143204100,PP22032200017,250,6900,255,4200,5000,0
20220401143204100,PP22032200017,255,7000,260,4000,4900,0
20220401143204300,PP22032200017,260,7100,255,3900,4800,0
20220401143204300,PP22032200017,255,7200,250,3800,4700,0
20220401143204500,PP22032200017,250,7100,250,3850,4800,0
20220401143204500,PP22032200017,255,7000,255,3900,4900,0
20220401143204800,PP22032200017,260,7300,260,4000,5000,0
20220401143204800,PP22032200017,255,7200,255,4100,5100,0
20220401143205000,PP22032200017,250,7000,250,4200,5200,0
20220401143205000,PP22032200017,255,7100,255,4300,5000,0
20220401143205300,PP22032200017,260,7200,260,4400,4900,0
20220401143205300,PP22032200017,255,7100,255,4500,4800,0
20220401143205500,PP22032200017,260,7000,250,4200,4700,0
20220401143205500,PP22032200017,255,6900,255,4100,4800,0
20220401143205700,PP22032200017,250,6800,260,4000,4900,0
20220401143205700,PP22032200017,255,6900,255,4000,5000,0
20220401143206000,PP22032200017,260,7000,250,4200,5100,0
20220401143206000,PP22032200017,255,7100,255,4100,5200,0
20220401143206200,PP22032200017,250,7200,260,4300,5100,0
20220401143206200,PP22032200017,250,7100,255,4400,5000,0
20220401143206500,PP22032200017,255,7000,260,4200,5100,0
20220401143206500,PP22032200017,260,6900,255,4000,5200,0
20220401143206700,PP22032200017,255,6800,250,3900,5100,0
20220401143206700,PP22032200017,250,6900,255,3800,5000,0
20220401143206900,PP22032200017,255,7000,260,3850,4900,0
20220401143206900,PP22032200017,260,7100,255,3900,4800,0
20220401143207100,PP22032200017,255,7200,250,4000,4700,0
20220401143207100,PP22032200017,250,7100,250,4100,4800,0
20220401143207300,PP22032200017,255,7000,255,4200,4900,0
20220401143207300,PP22032200017,260,7000,260,4300,5000,0
20220401143207500,PP22032200017,255,7100,255,4400,5100,0
20220401143207500,PP22032200017,250,7200,250,4500,5200,0
20220401143207800,PP22032200017,255,7100,255,4200,5000,0
20220401143207800,PP22032200017,260,7000,260,4100,4900,0
20220401143208000,PP22032200017,255,6900,255,4000,4800,0
20220401143208000,PP22032200017,260,6800,250,4000,4700,0
20220401143208300,PP22032200017,255,6900,255,4200,4800,0
20220401143208300,PP22032200017,250,7000,260,4100,4900,0
20220401143208500,PP22032200017,255,7100,255,4300,5000,0
20220401143208500,PP22032200017,260,7200,250,4400,5100,0
20220401143208700,PP22032200017,255,7100,255,4200,5200,0
20220401143208700,PP22032200017,250,7000,260,4000,5100,0
20220401143209000,PP22032200017,250,6900,255,3900,5000,0
20220401143209000,PP22032200017,255,6800,260,3800,5100,0
20220401143209200,PP22032200017,260,6900,255,3850,5200,0
20220401143209200,PP22032200017,255,7000,250,3900,5100,0
20220401143209500,PP22032200017,250,7100,255,4000,5000,0
20220401143209500,PP22032200017,255,7200,260,4100,4900,0
20220401143209700,PP22032200017,260,7100,255,4200,4800,0
20220401143209700,PP22032200017,255,7000,250,4300,4700,0
20220401143209900,PP22032200017,250,7000,250,4400,4800,0
20220401143209900,PP22032200017,255,7100,255,4500,4900,0
20220401143210200,PP22032200017,260,7200,260,4200,5000,0
20220401143210200,PP22032200017,255,7100,255,4100,5100,0
20220401143210400,PP22032200017,250,7000,250,4000,5200,0
20220401143210400,PP22032200017,255,6900,255,4000,5000,0
20220401143210700,PP22032200017,260,6800,260,4200,4900,0
20220401143210700,PP22032200017,255,6900,255,4100,4800,0
20220401143210900,PP22032200017,260,7000,250,4300,4700,0
20220401143210900,PP22032200017,255,7100,255,4400,4800,0
20220401143211000,PP22032200017,250,7200,260,4200,4900,0
20220401143211000,PP22032200017,255,7100,255,4000,5000,0
20220401143211300,PP22032200017,260,7000,250,3900,5100,0
20220401143211300,PP22032200017,255,6900,255,3800,5200,0
20220401143211500,PP22032200017,250,6800,260,3850,5100,0
20220401143211500,PP22032200017,250,6900,255,3900,5000,0
20220401143211700,PP22032200017,255,7000,260,4000,5100,0
20220401143211700,PP22032200017,260,7100,255,4100,5200,0
20220401143212000,PP22032200017,255,7200,250,4200,5100,0
20220401143212000,PP22032200017,250,7100,255,4300,5000,0
20220401143212200,PP22032200017,255,7000,260,4400,4900,0
20220401143212200,PP22032200017,260,7000,255,4500,4800,0
20220401143212500,PP22032200017,255,7100,250,4200,4700,0
20220401143212500,PP22032200017,250,7200,250,4100,4800,0
20220401143212700,PP22032200017,255,7100,255,4000,4900,0
20220401143212700,PP22032200017,260,7000,260,4000,5000,0
20220401143212900,PP22032200017,255,6900,255,4200,5100,0
20220401143212900,PP22032200017,250,6800,250,4100,5200,0
20220401143213200,PP22032200017,255,6900,255,4300,5000,0
20220401143213200,PP22032200017,260,7000,260,4400,4900,0
20220401143213400,PP22032200017,255,7100,255,4200,4800,0
20220401143213400,PP22032200017,260,7200,250,4000,4700,0
20220401143213700,PP22032200017,255,7100,255,3900,4800,0
20220401143213700,PP22032200017,250,7000,260,3800,4900,0
20220401143213900,PP22032200017,255,6900,255,3850,5000,0
20220401143213900,PP22032200017,260,6800,250,3900,5100,0
20220401143214100,PP22032200017,255,6900,255,4000,5200,0
20220401143214100,PP22032200017,250,7000,260,4100,5100,0
20220401143214400,PP22032200017,250,7100,255,4200,5000,0
20220401143214400,PP22032200017,255,7200,260,4300,5100,0
20220401143214600,PP22032200017,260,7100,255,4400,5200,0
20220401143214600,PP22032200017,255,7000,250,4500,5100,0
20220401143214900,PP22032200017,250,7000,255,4200,5000,0
20220401143214900,PP22032200017,255,7100,260,4100,4900,0
20220401143215100,PP22032200017,260,7200,255,4000,4800,0
20220401143215100,PP22032200017,255,7100,250,4000,4700,0
20220401143215300,PP22032200017,250,7000,250,4200,4800,0
20220401143215300,PP22032200017,255,6900,255,4100,4900,0
20220401143215600,PP22032200017,260,6800,260,4300,5000,0
20220401143215600,PP22032200017,255,6900,255,4400,5100,0
20220401143215800,PP22032200017,250,7000,250,4200,5200,0
20220401143215800,PP22032200017,255,7100,255,4000,5000,0
20220401143215900,PP22032200017,260,7200,260,3900,4900,0
20220401143215900,PP22032200017,255,7100,255,3800,4800,0
20220401143216200,PP22032200017,260,7000,250,3850,4700,0
20220401143216200,PP22032200017,255,6900,255,3900,4800,0
20220401143216400,PP22032200017,250,6800,260,4000,4900,0
20220401143216400,PP22032200017,255,6900,255,4100,5000,0
20220401143216700,PP22032200017,260,7000,250,4200,5100,0
20220401143216700,PP22032200017,255,7100,255,4300,5200,0
20220401143216900,PP22032200017,250,7200,260,4400,5100,0
20220401143216900,PP22032200017,250,7100,255,4500,5000,0
20220401143217100,PP22032200017,255,7000,260,4200,5100,0
20220401143217100,PP22032200017,260,7300,255,4100,5200,0
20220401143217400,PP22032200017,255,7000,250,4000,5100,0
20220401143217400,PP22032200017,250,7100,255,4000,5000,0
20220401143217600,PP22032200017,255,7200,260,4200,4900,0
20220401143217600,PP22032200017,260,7100,255,4100,4800,0
20220401143217900,PP22032200017,255,7000,250,4300,4700,0
20220401143217900,PP22032200017,250,6900,250,4400,4800,0
20220401143218100,PP22032200017,255,6800,255,4200,4900,0
20220401143218100,PP22032200017,260,6900,260,4000,5000,0
20220401143218300,PP22032200017,255,7000,255,3900,5100,0
20220401143218300,PP22032200017,250,7100,250,3800,5200,0
20220401143218600,PP22032200017,255,7200,255,3850,5000,0
20220401143218600,PP22032200017,260,7100,260,3900,4900,0
20220401143218800,PP22032200017,255,7000,255,4000,4800,0
20220401143218800,PP22032200017,260,6900,250,4100,4700,0
20220401143219100,PP22032200017,255,6800,255,4200,4800,0
20220401143219100,PP22032200017,250,6900,260,4300,4900,0
20220401143219300,PP22032200017,255,7000,255,4400,5000,0
20220401143219300,PP22032200017,260,7100,250,4500,5100,0
20220401143219400,PP22032200017,255,7200,255,4200,5200,0
20220401143219400,PP22032200017,250,7100,260,4100,5100,0
20220401143219700,PP22032200017,250,7000,255,4000,5000,0
20220401143219700,PP22032200017,255,7000,260,4000,5100,0
20220401143219900,PP22032200017,260,7100,255,4200,5200,0
20220401143219900,PP22032200017,255,7200,250,4100,5100,0
20220401143220100,PP22032200017,250,7100,255,4300,5000,0
20220401143220100,PP22032200017,255,7000,260,4400,4900,0
20220401143220400,PP22032200017,260,6900,255,4200,4800,0
20220401143220400,PP22032200017,255,6800,250,4000,4700,0
20220401143220600,PP22032200017,250,6900,250,3900,4800,0
20220401143220600,PP22032200017,255,7000,255,3800,4900,0
20220401143220900,PP22032200017,260,7100,260,3850,5000,0
20220401143220900,PP22032200017,255,7200,255,3900,5100,0
20220401143221100,PP22032200017,250,7100,250,4000,5200,0
20220401143221100,PP22032200017,255,7000,255,4100,5000,0
20220401143221300,PP22032200017,260,6900,260,4200,4900,0
20220401143221300,PP22032200017,255,6800,255,4300,4800,0
20220401143221600,PP22032200017,260,6900,250,4400,4700,0
20220401143221600,PP22032200017,255,7000,255,4500,4800,0
20220401143221800,PP22032200017,250,7100,260,4200,4900,0
20220401143221800,PP22032200017,255,7200,255,4100,5000,0
20220401143222100,PP22032200017,260,7100,250,4000,5100,0
20220401143222100,PP22032200017,255,7000,255,4000,5200,0
20220401143222300,PP22032200017,250,7000,260,4200,5100,0
20220401143222300,PP22032200017,250,7100,255,4100,5000,0
20220401143222500,PP22032200017,255,7200,260,4300,5100,0
20220401143222500,PP22032200017,260,7100,255,4400,5200,0
20220401143222800,PP22032200017,255,7000,250,4200,5100,0
20220401143222800,PP22032200017,250,6900,255,4000,5000,0
20220401143223000,PP22032200017,255,6800,260,3900,4900,0
20220401143223000,PP22032200017,260,6900,255,3800,4800,0
20220401143223300,PP22032200017,255,7000,250,3850,4700,0
20220401143223300,PP22032200017,250,7100,250,3900,4800,0
20220401143223500,PP22032200017,255,7200,255,4000,4900,0
20220401143223500,PP22032200017,260,7100,260,4100,5000,0
20220401143223700,PP22032200017,255,7000,255,4200,5100,0
20220401143223700,PP22032200017,250,6900,250,4300,5200,0
20220401143223900,PP22032200017,255,6800,255,4400,5000,0
20220401143223900,PP22032200017,260,6900,260,4500,4900,0
20220401143224100,PP22032200017,255,7000,255,4200,4800,0
20220401143224100,PP22032200017,260,7100,250,4100,4700,0
20220401143224300,PP22032200017,255,7200,255,4000,4800,0
20220401143224300,PP22032200017,250,7100,260,4000,4900,0
20220401143224600,PP22032200017,255,7000,255,4200,5000,0
20220401143224600,PP22032200017,260,7000,250,4100,5100,0
20220401143224800,PP22032200017,255,7100,255,4300,5200,0
20220401143224800,PP22032200017,250,7200,260,4400,5100,0
20220401143225100,PP22032200017,250,7100,255,4200,5000,0
20220401143225100,PP22032200017,255,7000,260,4000,5100,0
20220401143225300,PP22032200017,260,6900,255,3900,5200,0
20220401143225300,PP22032200017,255,6800,250,3800,5100,0
20220401143225500,PP22032200017,250,6900,255,3850,5000,0
20220401143225500,PP22032200017,255,7000,260,3900,4900,0
20220401143225800,PP22032200017,260,7100,255,4000,4800,0
20220401143225800,PP22032200017,255,7200,250,4100,4700,0
20220401143226000,PP22032200017,250,7100,250,4200,4800,0
20220401143226000,PP22032200017,255,7000,255,4300,4900,0
20220401143226300,PP22032200017,260,6900,260,4400,5000,0
20220401143226300,PP22032200017,255,6800,255,4500,5100,0
20220401143226500,PP22032200017,250,6900,250,4200,5200,0
20220401143226500,PP22032200017,255,7000,255,4100,5000,0
20220401143226700,PP22032200017,260,7100,260,4000,4900,0
20220401143226700,PP22032200017,255,7200,255,4000,4800,0
20220401143227000,PP22032200017,260,7100,250,4200,4700,0
20220401143227000,PP22032200017,255,7000,255,4100,4800,0
20220401143227200,PP22032200017,250,7000,260,4300,4900,0
20220401143227200,PP22032200017,255,7100,255,4400,5000,0
20220401143227300,PP22032200017,260,7200,250,4200,5100,0
20220401143227300,PP22032200017,255,7100,255,4000,5200,0
20220401143227600,PP22032200017,250,7000,260,3900,5100,0
20220401143227600,PP22032200017,250,6900,255,3800,5000,0
20220401143227800,PP22032200017,255,6800,260,3850,5100,0
20220401143227800,PP22032200017,260,6900,255,3900,5200,0
20220401143228100,PP22032200017,255,7000,250,4000,5100,0
20220401143228100,PP22032200017,250,7100,255,4100,5000,0
20220401143228300,PP22032200017,255,7200,260,4200,4900,0
20220401143228300,PP22032200017,260,7100,255,4300,4800,0
20220401143228500,PP22032200017,255,7000,250,4400,4700,0
20220401143228500,PP22032200017,250,6900,250,4500,4800,0
20220401143228800,PP22032200017,255,6800,255,4200,4900,0
20220401143228800,PP22032200017,260,6900,260,4100,5000,0
20220401143229000,PP22032200017,255,7000,255,4000,5100,0
20220401143229000,PP22032200017,250,7100,250,4000,5200,0
20220401143229300,PP22032200017,255,7200,255,4200,5000,0
20220401143229300,PP22032200017,260,7100,260,4100,4900,0
20220401143229500,PP22032200017,255,7000,255,4300,4800,0
20220401143229500,PP22032200017,260,7300,250,4400,4700,0
20220401143229700,PP22032200017,255,7200,255,4200,4800,0
20220401143229700,PP22032200017,250,7000,260,4000,4900,0
20220401143230000,PP22032200017,255,7100,255,3900,5000,0
20220401143230000,PP22032200017,260,7200,250,3800,5100,0
20220401143230200,PP22032200017,255,7100,255,3850,5200,0
20220401143230200,PP22032200017,250,7000,260,3900,5100,0
20220401143230700,PP22032200017,250,6900,255,4000,5000,0
20220401143230700,PP22032200017,255,6800,260,4100,5100,0
20220401143230900,PP22032200017,260,6900,255,4200,5200,0
20220401143230900,PP22032200017,255,7000,250,4300,5100,0
20220401143231200,PP22032200017,250,7100,255,4400,5000,0
20220401143231200,PP22032200017,255,7200,260,4500,4900,0
20220401143231400,PP22032200017,260,7100,255,4200,4800,0
20220401143231400,PP22032200017,255,7000,250,4100,4700,0
20220401143231900,PP22032200017,250,6900,250,4000,4800,0
20220401143231900,PP22032200017,255,6800,255,4000,4900,0
20220401143232000,PP22032200017,260,6900,260,4200,5000,0
20220401143232000,PP22032200017,255,7000,255,4100,5100,0
20220401143232300,PP22032200017,250,7100,250,4300,5200,0
20220401143232300,PP22032200017,255,7200,255,4400,5000,0
20220401143232500,PP22032200017,260,7100,260,4200,4900,0
20220401143232500,PP22032200017,255,7000,255,4000,4800,0
20220401143232700,PP22032200017,260,7000,250,3900,4700,0
20220401143232700,PP22032200017,255,7100,255,3800,4800,0
20220401143233000,PP22032200017,250,7200,260,3850,4900,0
20220401143233000,PP22032200017,255,7100,255,3900,5000,0
20220401143233200,PP22032200017,260,7000,250,4000,5100,0
20220401143233200,PP22032200017,255,6900,255,4100,5200,0
20220401143233500,PP22032200017,250,6800,260,4200,5100,0
20220401143233500,PP22032200017,250,6900,255,4300,5000,0
20220401143233700,PP22032200017,255,7000,260,4400,5100,0
20220401143233700,PP22032200017,260,7100,255,4500,5200,0
20220401143233900,PP22032200017,255,7200,250,4200,5100,0
20220401143233900,PP22032200017,250,7100,255,4100,5000,0
20220401143234200,PP22032200017,255,7000,260,4000,4900,0
20220401143234200,PP22032200017,260,6900,255,4000,4800,0
20220401143234400,PP22032200017,255,6800,250,4200,4700,0
20220401143234400,PP22032200017,250,6900,250,4100,4800,0
20220401143234700,PP22032200017,255,7000,255,4300,4900,0
20220401143234700,PP22032200017,260,7100,260,4400,5000,0
20220401143234900,PP22032200017,255,7200,255,4200,5100,0
20220401143234900,PP22032200017,250,7100,250,4000,5200,0
20220401143235100,PP22032200017,255,7000,255,3900,5000,0
20220401143235100,PP22032200017,260,7000,260,3800,4900,0
20220401143235300,PP22032200017,255,7100,255,3850,4800,0
20220401143235300,PP22032200017,260,7200,250,3900,4700,0
20220401143235500,PP22032200017,255,7100,255,4000,4800,0
20220401143235500,PP22032200017,250,7000,260,4100,4900,0
20220401143235700,PP22032200017,255,6900,255,4200,5000,0
20220401143235700,PP22032200017,260,6800,250,4300,5100,0
20220401143236000,PP22032200017,255,6900,255,4400,5200,0
20220401143236000,PP22032200017,250,7000,260,4500,5100,0
20220401143236200,PP22032200017,250,7100,255,4200,5000,0
20220401143236200,PP22032200017,255,7200,260,4100,5100,0
20220401143236500,PP22032200017,260,7100,255,4000,5200,0
20220401143236500,PP22032200017,255,7000,250,4000,5100,0
20220401143236700,PP22032200017,250,6900,255,4200,5000,0
20220401143236700,PP22032200017,255,6800,260,4100,4900,0
20220401143236900,PP22032200017,260,6900,255,4300,4800,0
20220401143236900,PP22032200017,255,7000,250,4400,4700,0
20220401143237200,PP22032200017,250,7100,250,4200,4800,0
20220401143237200,PP22032200017,255,7200,255,4000,4900,0
20220401143237400,PP22032200017,260,7100,260,3900,5000,0
20220401143237400,PP22032200017,255,7000,255,3800,5100,0
20220401143237700,PP22032200017,250,7000,250,3850,5200,0
20220401143237700,PP22032200017,255,7100,255,3900,5000,0
20220401143237900,PP22032200017,260,7200,260,4000,4900,0
20220401143237900,PP22032200017,255,7100,255,4100,4800,0
20220401143238100,PP22032200017,260,7000,250,4200,4700,0
20220401143238100,PP22032200017,255,6900,255,4300,4800,0
20220401143238400,PP22032200017,250,6800,260,4400,4900,0
20220401143238400,PP22032200017,255,6900,255,4500,5000,0
20220401143238600,PP22032200017,260,7000,250,4200,5100,0
20220401143238600,PP22032200017,255,7100,255,4100,5200,0
20220401143238900,PP22032200017,250,7200,260,4000,5100,0
20220401143238900,PP22032200017,250,7100,255,4000,5000,0
